_id,name,category,price,pic,description
ObjectId("5eb4a52b8c261c69a007d639"),Poudre d amandes,almond-meal,27,https://static.openfoodfacts.org/images/products/871/854/699/7105/front_en.4.400.jpg,"{"rating":2.02,"quantity":"200 g","energy-kcal_100g":595,"energy_100g":2489,"fat_100g":50,"saturated-fat_100g":3.8}"
ObjectId("5eb4a52b8c261c69a007d94f"),bio quinoa,seeds,14,https://static.openfoodfacts.org/images/products/871/878/160/1294/front_en.4.400.jpg,"{"rating":4.81,"quantity":"275 g","energy-kcal_100g":376,"energy_100g":1573,"fat_100g":8,"saturated-fat_100g":1.1}"
ObjectId("5eb4a52b8c261c69a007d950"),Badia, chia seed,seeds,36,https://static.openfoodfacts.org/images/products/003/384/400/5078/front_en.4.400.jpg,"{"rating":1.85,"quantity":"623,5 g","energy-kcal_100g":500,"energy_100g":2092,"fat_100g":30,"saturated-fat_100g":3.33}"
ObjectId("5eb4a52b8c261c69a007d951"),Organic White Quinoa,seeds,33,https://static.openfoodfacts.org/images/products/00599412/front_en.5.400.jpg,"{"rating":0.13,"quantity":"454g","energy-kcal_100g":375,"energy_100g":1569,"fat_100g":6.25,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d952"),Ground chia seed,seeds,5,https://static.openfoodfacts.org/images/products/069/275/222/3297/front_en.6.400.jpg,"{"rating":2.15,"quantity":"340 g","energy-kcal_100g":500,"energy_100g":2092,"fat_100g":25,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d953"),Mushroom & vegetable medley,seeds,33,https://static.openfoodfacts.org/images/products/089/703/400/2304/front.3.400.jpg,"{"rating":4.14,"quantity":"140g","energy-kcal_100g":395,"energy_100g":1653,"fat_100g":5.81,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d954"),Grão de Bico Cozido,seeds,35,https://static.openfoodfacts.org/images/products/22043177/front_pt.7.400.jpg,"{"rating":3.43,"quantity":"850 g / 500 g escorrido","energy-kcal_100g":0,"energy_100g":446,"fat_100g":2.6,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d955"),Kernige Vielfalt,seeds,24,https://static.openfoodfacts.org/images/products/22151483/front_de.6.400.jpg,"{"rating":1.75,"quantity":"175 g","energy-kcal_100g":0,"energy_100g":2497,"fat_100g":52,"saturated-fat_100g":6.2}"
ObjectId("5eb4a52b8c261c69a007d956"),Dried Red Anatto Seed,seeds,22,https://static.openfoodfacts.org/images/products/493/540/730/7888/front_fr.5.400.jpg,"{"rating":0.87,"quantity":"50 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d957"),Linwoods Organic Whole Chia 400G,seeds,30,https://static.openfoodfacts.org/images/products/501/688/700/4555/front_en.4.400.jpg,"{"rating":2.79,"quantity":"400 g","energy-kcal_100g":426,"energy_100g":1782,"fat_100g":27,"saturated-fat_100g":4}"
ObjectId("5eb4a52b8c261c69a007d958"),Organic Shelled Hemp Seeds,seeds,26,https://static.openfoodfacts.org/images/products/505/593/681/7418/front_en.7.400.jpg,"{"rating":1.44,"quantity":"300 g","energy-kcal_100g":578,"energy_100g":2418,"fat_100g":48,"saturated-fat_100g":4.3}"
ObjectId("5eb4a52b8c261c69a007d959"),Mélange de graines,seeds,9,https://static.openfoodfacts.org/images/products/761/326/920/3056/front_fr.11.400.jpg,"{"rating":0.38,"quantity":"50 g","energy-kcal_100g":0,"energy_100g":2370,"fat_100g":45,"saturated-fat_100g":7}"
ObjectId("5eb4a52b8c261c69a007d95a"),Tu Bio semillas de cáñamo,seeds,33,https://static.openfoodfacts.org/images/products/843/654/219/0732/front_es.8.400.jpg,"{"rating":3.86,"quantity":"200 g","energy-kcal_100g":0,"energy_100g":2457,"fat_100g":44,"saturated-fat_100g":4.1}"
ObjectId("5eb4a52b8c261c69a007d95b"),Healthy Way Linseed,seeds,26,https://static.openfoodfacts.org/images/products/934/515/602/6513/front_en.5.400.jpg,"{"rating":3.66,"quantity":"500 g","energy-kcal_100g":0,"energy_100g":2010,"fat_100g":35.7,"saturated-fat_100g":5.5}"
ObjectId("5eb4a52b8c261c69a007d95c"),Original Seed Bars,seeds,27,https://static.openfoodfacts.org/images/products/502/427/800/1137/front_en.4.400.jpg,"{"rating":3.74,"quantity":"3 x 40 g","energy-kcal_100g":552,"energy_100g":2310,"fat_100g":40.1,"saturated-fat_100g":7.8}"
ObjectId("5eb4a52b8c261c69a007d95d"),Chia seed,seeds,44,https://static.openfoodfacts.org/images/products/201/859/899/9994/front_fr.3.400.jpg,"{"rating":3.23,"quantity":"300g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d95e"),Super foods+ hemp,seeds,49,https://static.openfoodfacts.org/images/products/750/301/618/4663/front_es.6.400.jpg,"{"rating":2.79,"quantity":"250 g","energy-kcal_100g":0,"energy_100g":2410,"fat_100g":46.7,"saturated-fat_100g":3.33}"
ObjectId("5eb4a52b8c261c69a007d95f"),mix ensaladas,seeds,42,https://static.openfoodfacts.org/images/products/842/892/811/9239/front_es.10.400.jpg,"{"rating":1.86,"quantity":"100 g","energy-kcal_100g":529,"energy_100g":2213,"fat_100g":41,"saturated-fat_100g":4}"
ObjectId("5eb4a52b8c261c69a007d960"),Nutriplato Roasted 5 Seeds Blend,seeds,42,https://static.openfoodfacts.org/images/products/070/109/826/6216/front_en.4.400.jpg,"{"rating":4.94,"quantity":"300 g","energy-kcal_100g":149.61,"energy_100g":626,"fat_100g":10.77,"saturated-fat_100g":1.98}"
ObjectId("5eb4a52b8c261c69a007d961"),Graines de Chia,seeds,26,https://static.openfoodfacts.org/images/products/370/126/970/0423/front_fr.7.400.jpg,"{"rating":4.03,"quantity":"500g","energy-kcal_100g":486,"energy_100g":2033,"fat_100g":30.74,"saturated-fat_100g":3.33}"
ObjectId("5eb4a52b8c261c69a007d962"),Organic Pomegranate Seeds,seeds,36,https://static.openfoodfacts.org/images/products/00544924/front_en.3.400.jpg,"{"rating":2.18,"quantity":"150g","energy-kcal_100g":80,"energy_100g":335,"fat_100g":1,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d963"),Brown flaxseed,seeds,15,https://static.openfoodfacts.org/images/products/009/948/247/7066/front_en.4.400.jpg,"{"rating":4.5,"quantity":"16 oz","energy-kcal_100g":577,"energy_100g":2414,"fat_100g":38.46,"saturated-fat_100g":3.85}"
ObjectId("5eb4a52b8c261c69a007d964"),Graines de sesame,seeds,5,https://static.openfoodfacts.org/images/products/112/300/000/0003/front_en.15.400.jpg,"{"rating":1.63,"quantity":"250g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d965"),Graines de chanvre,seeds,50,https://static.openfoodfacts.org/images/products/211/200/000/0002/front_en.14.400.jpg,"{"rating":2.64,"quantity":"200g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d966"),Sésame Noir grillé,seeds,32,https://static.openfoodfacts.org/images/products/008/770/308/2731/front_fr.3.400.jpg,"{"rating":4.29,"quantity":"227 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d967"),Mohn gemahlen 200g, Merkur IG,seeds,24,https://static.openfoodfacts.org/images/products/900/223/595/3091/front_de.10.400.jpg,"{"rating":2.62,"quantity":"200g","energy-kcal_100g":552,"energy_100g":2310,"fat_100g":44,"saturated-fat_100g":5.4}"
ObjectId("5eb4a52b8c261c69a007d968"),Garlic herb a blend of lentils, chickpeas, peas + rice,seeds,37,https://static.openfoodfacts.org/images/products/085/000/003/9049/front_en.12.400.jpg,"{"rating":1.05,"quantity":"198 g","energy-kcal_100g":360,"energy_100g":1506,"fat_100g":4,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d969"),Edmond fallot, seed style mustard,seed-style-mustard,36,https://static.openfoodfacts.org/images/products/071/923/500/3488/front_en.3.400.jpg,"{"rating":0.15,"quantity":"13.4 oz","energy-kcal_100g":200,"energy_100g":837,"fat_100g":10,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d96a"),Black sesame,sesame,49,https://static.openfoodfacts.org/images/products/692/369/295/4465/front_en.5.400.jpg,"{"rating":1.1,"quantity":"100g","energy-kcal_100g":0,"energy_100g":2458,"fat_100g":46.1,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d96b"),Graines de sésame blanc,sesame,5,https://static.openfoodfacts.org/images/products/336/469/906/3812/front_fr.6.400.jpg,"{"rating":4.46,"quantity":"454 g","energy-kcal_100g":469,"energy_100g":1962,"fat_100g":46.1,"saturated-fat_100g":15.5}"
ObjectId("5eb4a52b8c261c69a007d96c"),Sésame Blancs,sesame,37,https://static.openfoodfacts.org/images/products/337/914/010/3795/front_fr.7.400.jpg,"{"rating":2.91,"quantity":"227 g, 8 oz","energy-kcal_100g":634,"energy_100g":2653,"fat_100g":56.8,"saturated-fat_100g":9.07}"
ObjectId("5eb4a52b8c261c69a007d96d"),Sesam-Krokant klassisch,sesame,39,https://static.openfoodfacts.org/images/products/408/520/060/0812/front_de.7.400.jpg,"{"rating":1.41,"quantity":"35g","energy-kcal_100g":0,"energy_100g":2236,"fat_100g":28.3,"saturated-fat_100g":4.1}"
ObjectId("5eb4a52b8c261c69a007d96e"),Sesam,sesame,29,https://static.openfoodfacts.org/images/products/433/401/113/1887/front_de.5.400.jpg,"{"rating":0.71,"quantity":"500g","energy-kcal_100g":596,"energy_100g":2494,"fat_100g":50,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d96f"),Sesame Seeds, Raw & Unhulled,sesame,46,https://static.openfoodfacts.org/images/products/085/878/900/4647/front_en.4.400.jpg,"{"rating":1.95,"quantity":"907 g","energy-kcal_100g":52,"energy_100g":2420,"fat_100g":50,"saturated-fat_100g":11.1}"
ObjectId("5eb4a52b8c261c69a007d970"),Black Sesame Seeds,sesame,15,https://static.openfoodfacts.org/images/products/222/400/000/0004/front_en.14.400.jpg,"{"rating":3.94,"quantity":"250g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d971"),Organic tahini,sesame-oils,8,https://static.openfoodfacts.org/images/products/007/989/339/0246/front_en.4.400.jpg,"{"rating":4.16,"quantity":"1","energy-kcal_100g":679,"energy_100g":2841,"fat_100g":60.71,"saturated-fat_100g":10.71}"
ObjectId("5eb4a52b8c261c69a007d972"),Sesame bar,sesame-seeds,36,https://static.openfoodfacts.org/images/products/594/906/500/1056/front_en.4.400.jpg,"{"rating":4.46,"quantity":"35 g","energy-kcal_100g":193.29,"energy_100g":809,"fat_100g":12.04,"saturated-fat_100g":1.92}"
ObjectId("5eb4a52b8c261c69a007d973"),Kürbiskerne,shelled-pumpkin-seeds,42,https://static.openfoodfacts.org/images/products/401/035/547/9631/front_de.85.400.jpg,"{"rating":3.35,"quantity":"175g","energy-kcal_100g":0,"energy_100g":2364,"fat_100g":44,"saturated-fat_100g":8.6}"
ObjectId("5eb4a52b8c261c69a007d974"),Kürbiskerne,shelled-pumpkin-seeds,34,https://static.openfoodfacts.org/images/products/401/035/547/9631/front_de.85.400.jpg,"{"rating":4.22,"quantity":"175g","energy-kcal_100g":0,"energy_100g":2443,"fat_100g":47.3,"saturated-fat_100g":9.1}"
ObjectId("5eb4a52b8c261c69a007d975"),Kürbiskerne grün,shelled-pumpkin-seeds,41,https://static.openfoodfacts.org/images/products/400/979/000/5505/front_de.5.400.jpg,"{"rating":4.63,"quantity":"200 g","energy-kcal_100g":0,"energy_100g":2358,"fat_100g":46,"saturated-fat_100g":8.4}"
ObjectId("5eb4a52b8c261c69a007d976"),Kürbiskerne,shelled-pumpkin-seeds,31,https://static.openfoodfacts.org/images/products/401/035/547/9631/front_de.85.400.jpg,"{"rating":4.67,"quantity":"500g","energy-kcal_100g":0,"energy_100g":2364,"fat_100g":44,"saturated-fat_100g":8.6}"
ObjectId("5eb4a52b8c261c69a007d977"),Knabber-Kürbiskerne,shelled-pumpkin-seeds,28,https://static.openfoodfacts.org/images/products/401/933/960/4069/front_de.6.400.jpg,"{"rating":4.87,"quantity":"250 g","energy-kcal_100g":0,"energy_100g":2456,"fat_100g":47.7,"saturated-fat_100g":8.8}"
ObjectId("5eb4a52b8c261c69a007d978"),Graines de tournesol décortiquées,shelled-sunflower-seeds,11,https://static.openfoodfacts.org/images/products/26001647/front_fr.44.400.jpg,"{"rating":3.04,"quantity":"175 g","energy-kcal_100g":594,"energy_100g":2485,"fat_100g":49,"saturated-fat_100g":5.7}"
ObjectId("5eb4a52b8c261c69a007d979"),Graines bio tournesol décortiquées,shelled-sunflower-seeds,8,https://static.openfoodfacts.org/images/products/376/009/172/7398/front_fr.4.400.jpg,"{"rating":2.12,"quantity":"250 g","energy-kcal_100g":598,"energy_100g":2500,"fat_100g":52,"saturated-fat_100g":8.6}"
ObjectId("5eb4a52b8c261c69a007d97a"),Hántolt napraforgóbél,shelled-sunflower-seeds,40,https://static.openfoodfacts.org/images/products/599/908/642/0985/front_hu.7.400.jpg,"{"rating":0.38,"quantity":"200 g","energy-kcal_100g":0,"energy_100g":2588,"fat_100g":56,"saturated-fat_100g":6}"
ObjectId("5eb4a52b8c261c69a007d97b"),Nueces mondadas,shelled-walnuts,8,https://static.openfoodfacts.org/images/products/843/332/903/2087/front_es.5.400.jpg,"{"rating":1.94,"quantity":"200 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d97c"),Arroz integral,short-grain-rices,19,https://static.openfoodfacts.org/images/products/841/018/480/0150/front_es.7.400.jpg,"{"rating":0.77,"quantity":"1 Kg","energy-kcal_100g":0,"energy_100g":1469,"fat_100g":2.6,"saturated-fat_100g":0.6}"
ObjectId("5eb4a52b8c261c69a007d97d"),Riz rond blanchi,short-grain-rices,19,https://static.openfoodfacts.org/images/products/366/099/208/0021/front_fr.5.400.jpg,"{"rating":2.78,"quantity":"1kg","energy-kcal_100g":350,"energy_100g":1464,"fat_100g":0.6,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d97e"),Ploughmans Otago Oats & Seeds,sliced-breads,40,https://static.openfoodfacts.org/images/products/941/514/200/8752/front_en.8.400.jpg,"{"rating":1.33,"quantity":"750 g","energy-kcal_100g":0,"energy_100g":1060,"fat_100g":5.4,"saturated-fat_100g":0.8}"
ObjectId("5eb4a52b8c261c69a007d97f"),thick cut sunflower and pumpkin seed loaf,sliced-breads-with-cereals,17,https://static.openfoodfacts.org/images/products/501/025/173/7094/front_en.4.400.jpg,"{"rating":2.74,"quantity":"800g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d980"),Raspberry clusters with chia seeds granola, raspberry,snacks,23,https://static.openfoodfacts.org/images/products/060/265/217/1611/front_en.3.400.jpg,"{"rating":2.88,"quantity":"11 oz","energy-kcal_100g":379,"energy_100g":1586,"fat_100g":5.17,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d981"),Nuts & seeds energy bar, nuts & seeds,snacks,10,https://static.openfoodfacts.org/images/products/072/225/216/1017/front_en.4.400.jpg,"{"rating":4.65,"quantity":"2.40 oz","energy-kcal_100g":397,"energy_100g":1661,"fat_100g":13.24,"saturated-fat_100g":1.47}"
ObjectId("5eb4a52b8c261c69a007d982"),Galette biologique à base de soja, carottes, sésame et cumin,soy,49,https://static.openfoodfacts.org/images/products/325/901/123/9948/front_fr.4.400.jpg,"{"rating":3.96,"quantity":"2 x 100g","energy-kcal_100g":230,"energy_100g":962,"fat_100g":13,"saturated-fat_100g":1.4}"
ObjectId("5eb4a52b8c261c69a007d983"),Soja Schnetzel,soy,30,https://static.openfoodfacts.org/images/products/431/150/145/8426/front_de.3.400.jpg,"{"rating":3.32,"quantity":"125 g","energy-kcal_100g":0,"energy_100g":1524,"fat_100g":7.6,"saturated-fat_100g":1.3}"
ObjectId("5eb4a52b8c261c69a007d984"),Soya Chunks,soy,45,https://static.openfoodfacts.org/images/products/501/768/908/0723/front_en.7.400.jpg,"{"rating":4.22,"quantity":"500 g","energy-kcal_100g":336,"energy_100g":1406,"fat_100g":9.8,"saturated-fat_100g":3.1}"
ObjectId("5eb4a52b8c261c69a007d985"),Soyitas saladitas crocantes,soy,49,https://static.openfoodfacts.org/images/products/770/717/230/1142/front_es.5.400.jpg,"{"rating":4.2,"quantity":"30 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d986"),Soja Granulat,soy-flakes,18,https://static.openfoodfacts.org/images/products/426/040/248/0947/front_de.5.400.jpg,"{"rating":2.73,"quantity":"500g","energy-kcal_100g":310,"energy_100g":1297,"fat_100g":2.3,"saturated-fat_100g":0.6}"
ObjectId("5eb4a52b8c261c69a007d987"),Bio Couscous Aus Hartweizengrieß,spelts,50,https://static.openfoodfacts.org/images/products/22164148/front_fr.4.400.jpg,"{"rating":0.93,"quantity":"750g","energy-kcal_100g":352,"energy_100g":1473,"fat_100g":2.6,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d988"),Farro,spelts,8,https://static.openfoodfacts.org/images/products/800/317/006/2566/front_it.10.400.jpg,"{"rating":2.51,"quantity":"400 g","energy-kcal_100g":350,"energy_100g":1464,"fat_100g":2.4,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d989"),Spelt pasta organic,spelts,45,https://static.openfoodfacts.org/images/products/100/000/000/0010/front_en.12.400.jpg,"{"rating":0.75,"quantity":"250g","energy-kcal_100g":340,"energy_100g":1423,"fat_100g":20,"saturated-fat_100g":0.8}"
ObjectId("5eb4a52b8c261c69a007d98a"),Spelt,spelts,10,https://static.openfoodfacts.org/images/products/871/890/683/1735/front_nl.3.400.jpg,"{"rating":2.71,"quantity":"300 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d98b"),Mayver's Protein+ Peanut Butter with hemp seeds.,spreads,41,https://static.openfoodfacts.org/images/products/931/088/511/5968/front_en.11.400.jpg,"{"rating":1.38,"quantity":"375g","energy-kcal_100g":0,"energy_100g":2360,"fat_100g":42.7,"saturated-fat_100g":5.3}"
ObjectId("5eb4a52b8c261c69a007d98c"),Huile de tournesol,sunflower-oils,30,https://static.openfoodfacts.org/images/products/325/039/000/0549/front_fr.19.400.jpg,"{"rating":0.73,"quantity":"1L e","energy-kcal_100g":900,"energy_100g":3766,"fat_100g":100,"saturated-fat_100g":11}"
ObjectId("5eb4a52b8c261c69a007d98d"),Huile de Tournesol  Bio,sunflower-oils,13,https://static.openfoodfacts.org/images/products/325/039/178/1775/front_fr.20.400.jpg,"{"rating":2.89,"quantity":"750 ml","energy-kcal_100g":900,"energy_100g":3766,"fat_100g":100,"saturated-fat_100g":9.1}"
ObjectId("5eb4a52b8c261c69a007d98e"),Huile de tournesol,sunflower-oils,44,https://static.openfoodfacts.org/images/products/325/039/000/0549/front_fr.19.400.jpg,"{"rating":2.67,"quantity":"1 l","energy-kcal_100g":83,"energy_100g":347,"fat_100g":9.2,"saturated-fat_100g":1}"
ObjectId("5eb4a52b8c261c69a007d98f"),Surâsul soarelui Ulei rafinat de floarea soarelui,sunflower-oils,5,https://static.openfoodfacts.org/images/products/642/030/900/0817/front_hu.7.400.jpg,"{"rating":3.71,"quantity":"1 l,","energy-kcal_100g":0,"energy_100g":3400,"fat_100g":91.87,"saturated-fat_100g":9.65}"
ObjectId("5eb4a52b8c261c69a007d990"),Tomis Ulei rafinat de floarea soarelui,sunflower-oils,15,https://static.openfoodfacts.org/images/products/594/105/650/0098/front_ro.4.400.jpg,"{"rating":0.42,"quantity":"1 l,","energy-kcal_100g":0,"energy_100g":3404,"fat_100g":92,"saturated-fat_100g":10}"
ObjectId("5eb4a52b8c261c69a007d991"),Helios Ulei rafinat de floarea soarelui,sunflower-oils,9,https://static.openfoodfacts.org/images/products/642/015/500/0061/front_ro.11.400.jpg,"{"rating":4.43,"quantity":"1 l,","energy-kcal_100g":0,"energy_100g":3404,"fat_100g":92,"saturated-fat_100g":9.2}"
ObjectId("5eb4a52b8c261c69a007d992"),Clearspring Organic Sunflower Frying Oil,sunflower-oils,20,https://static.openfoodfacts.org/images/products/502/155/498/1510/front_en.4.400.jpg,"{"rating":0.7,"quantity":"1 l","energy-kcal_100g":828,"energy_100g":3464,"fat_100g":92,"saturated-fat_100g":6}"
ObjectId("5eb4a52b8c261c69a007d993"),Sunflower oil,sunflower-oils,26,https://static.openfoodfacts.org/images/products/541/221/013/3112/front_en.4.400.jpg,"{"rating":2.37,"quantity":"1 l","energy-kcal_100g":0,"energy_100g":3404,"fat_100g":92,"saturated-fat_100g":10.1}"
ObjectId("5eb4a52b8c261c69a007d994"),Spectrum, organic sunflower oil,sunflower-oils,48,https://static.openfoodfacts.org/images/products/002/250/611/7402/front_en.4.400.jpg,"{"rating":0.42,"quantity":"946 mL","energy-kcal_100g":857,"energy_100g":3586,"fat_100g":100,"saturated-fat_100g":7.14}"
ObjectId("5eb4a52b8c261c69a007d995"),Suncokretovo ulje,sunflower-oils,45,https://static.openfoodfacts.org/images/products/00264224/front_sr.7.400.jpg,"{"rating":2.87,"quantity":"1 l","energy-kcal_100g":0,"energy_100g":3700,"fat_100g":100,"saturated-fat_100g":12}"
ObjectId("5eb4a52b8c261c69a007d996"),Tartufo Spray,sunflower-oils,49,https://static.openfoodfacts.org/images/products/20470005/front_en.4.400.jpg,"{"rating":2.53,"quantity":"40 ml","energy-kcal_100g":826,"energy_100g":3456,"fat_100g":91.8,"saturated-fat_100g":10.8}"
ObjectId("5eb4a52b8c261c69a007d997"),Sonnenblumenöl,sunflower-oils,6,https://static.openfoodfacts.org/images/products/22130860/front_de.18.400.jpg,"{"rating":0.15,"quantity":"500 ml","energy-kcal_100g":828,"energy_100g":3464,"fat_100g":92,"saturated-fat_100g":9.7}"
ObjectId("5eb4a52b8c261c69a007d998"),Iskon jestivo rafinisano suncokretovo ulje,sunflower-oils,41,https://static.openfoodfacts.org/images/products/860/610/492/5991/front_sr.6.400.jpg,"{"rating":4.94,"quantity":"1 L","energy-kcal_100g":0,"energy_100g":3700,"fat_100g":100,"saturated-fat_100g":11.9}"
ObjectId("5eb4a52b8c261c69a007d999"),Huile pour friture,sunflower-oils,20,https://static.openfoodfacts.org/images/products/871/120/060/8911/front_fr.5.400.jpg,"{"rating":4.84,"quantity":"2 l","energy-kcal_100g":0,"energy_100g":3400,"fat_100g":92,"saturated-fat_100g":11}"
ObjectId("5eb4a52b8c261c69a007d99a"),Sonnenblumenöl,sunflower-oils,15,https://static.openfoodfacts.org/images/products/22130860/front_de.18.400.jpg,"{"rating":2.86,"quantity":"500 ml","energy-kcal_100g":0,"energy_100g":3404,"fat_100g":92,"saturated-fat_100g":9.7}"
ObjectId("5eb4a52b8c261c69a007d99b"),Huile de Tournesol oléique,sunflower-oils,42,https://static.openfoodfacts.org/images/products/376/022/915/0074/front_fr.4.400.jpg,"{"rating":4.87,"quantity":"50 cl","energy-kcal_100g":900,"energy_100g":3766,"fat_100g":100,"saturated-fat_100g":7.8}"
ObjectId("5eb4a52b8c261c69a007d99c"),Unsweetened creamy sunflower seed butter, unsweetened creamy,sunflower-seed-butters,14,https://static.openfoodfacts.org/images/products/004/408/253/0413/front_en.4.400.jpg,"{"rating":4.86,"quantity":"454 g","energy-kcal_100g":700,"energy_100g":2929,"fat_100g":63.33,"saturated-fat_100g":6.67}"
ObjectId("5eb4a52b8c261c69a007d99d"),Sunflower speed butter,sunflower-seed-butters,50,https://static.openfoodfacts.org/images/products/00666329/front_en.3.400.jpg,"{"rating":4.35,"quantity":"454 g","energy-kcal_100g":625,"energy_100g":2615,"fat_100g":50,"saturated-fat_100g":6.25}"
ObjectId("5eb4a52b8c261c69a007d99e"),Sonnenblumenkerne,sunflower-seeds,12,https://static.openfoodfacts.org/images/products/401/035/547/9655/front_de.21.400.jpg,"{"rating":1.71,"quantity":"500 g","energy-kcal_100g":0,"energy_100g":2523,"fat_100g":49,"saturated-fat_100g":5.4}"
ObjectId("5eb4a52b8c261c69a007d99f"),Sunflower seeds,sunflower-seeds,17,https://static.openfoodfacts.org/images/products/20757076/front_en.3.400.jpg,"{"rating":2.3,"quantity":"100 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d9a0"),Mogyi - Hulled Roasted Salted Sunflower Seeds,sunflower-seeds,48,https://static.openfoodfacts.org/images/products/599/734/754/4395/front_en.7.400.jpg,"{"rating":3.93,"quantity":"100 g","energy-kcal_100g":630,"energy_100g":2636,"fat_100g":52,"saturated-fat_100g":7}"
ObjectId("5eb4a52b8c261c69a007d9a1"),Sonnenblumenkerne aus Rumänien,sunflower-seeds,33,https://static.openfoodfacts.org/images/products/400/604/016/0694/front_de.5.400.jpg,"{"rating":2,"quantity":"500 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d9a2"),Gaine De Tournesol, Grillées Et Salées (400g),sunflower-seeds,33,https://static.openfoodfacts.org/images/products/869/080/400/0423/front_en.4.400.jpg,"{"rating":4.27,"quantity":"400 g","energy-kcal_100g":633,"energy_100g":2648,"fat_100g":50,"saturated-fat_100g":5.2}"
ObjectId("5eb4a52b8c261c69a007d9a3"),Graines de tournesol,sunflower-seeds,44,https://static.openfoodfacts.org/images/products/338/039/022/6400/front_fr.15.400.jpg,"{"rating":4.82,"quantity":"200 g","energy-kcal_100g":609,"energy_100g":2548,"fat_100g":50,"saturated-fat_100g":4.9}"
ObjectId("5eb4a52b8c261c69a007d9a4"),Sonnenblumenkerne,sunflower-seeds,17,https://static.openfoodfacts.org/images/products/401/035/547/9655/front_de.21.400.jpg,"{"rating":3.37,"quantity":"500 g","energy-kcal_100g":0,"energy_100g":2054,"fat_100g":26,"saturated-fat_100g":3.1}"
ObjectId("5eb4a52b8c261c69a007d9a5"),Brown sugar sea salt sunflower seeds,sunflower-seeds,6,https://static.openfoodfacts.org/images/products/692/784/946/5620/front_fr.4.400.jpg,"{"rating":2.31,"quantity":"112 g","energy-kcal_100g":617,"energy_100g":2582,"fat_100g":50,"saturated-fat_100g":5.4}"
ObjectId("5eb4a52b8c261c69a007d9a6"),Semillas de Girasol con cáscara crudas,sunflower-seeds,5,https://static.openfoodfacts.org/images/products/841/266/904/1621/front_es.3.400.jpg,"{"rating":3.97,"quantity":"200 g","energy-kcal_100g":822,"energy_100g":3439,"fat_100g":48,"saturated-fat_100g":5}"
ObjectId("5eb4a52b8c261c69a007d9a7"),Organic Sunflower Seeds,sunflower-seeds,30,https://static.openfoodfacts.org/images/products/501/760/102/0462/front_en.17.400.jpg,"{"rating":1.19,"quantity":"125 g","energy-kcal_100g":581,"energy_100g":2431,"fat_100g":47.5,"saturated-fat_100g":4.5}"
ObjectId("5eb4a52b8c261c69a007d9a8"),Ekologisk Solros Kärnor,sunflower-seeds,47,https://static.openfoodfacts.org/images/products/731/104/106/6744/front_sv.15.400.jpg,"{"rating":2.61,"quantity":"400 g","energy-kcal_100g":560,"energy_100g":2343,"fat_100g":45,"saturated-fat_100g":11}"
